name,sec,min,free_sec
5-7СП,657,10.95,1605054735
16-18СП,715,11.9167,1605054799
2АП,718,11.9667,1605054802
ЧДП,718,11.9667,1605054802
8СП,718,11.9667,1605054802
2СП,727,12.1167,1605054811
2АП,10,0.166667,1605054835
ЧДП,10,0.166667,1605054835
ЧГП,675,11.25,1605055074
4СП,765,12.75,1605055163
6-12СП,779,12.9833,1605055177
29СП,820,13.6667,1605055224
13-15СП,836,13.9333,1605055249
9СП,844,14.0667,1605055257
1СП,848,14.1333,1605055261
11СП,136,2.26667,1605055552
5-7СП,159,2.65,1605055575
3СП,169,2.81667,1605055585
1СП,179,2.98333,1605055595
ЧГП,1173,19.55,1605056797
4СП,1272,21.2,1605056896
6-12СП,1288,21.4667,1605056912
29СП,1335,22.25,1605056965
13-15СП,1167,19.45,1605056993
9СП,1176,19.6,1605057002
1СП,1181,19.6833,1605057007
1АП,394,6.56667,1605057994
3СП,506,8.43333,1605058106
5-7СП,514,8.56667,1605058114
2АП,378,6.3,1605058155
ЧДП,378,6.3,1605058155
16-18СП,432,7.2,1605058209
8СП,435,7.25,1605058212
2СП,448,7.46667,1605058225
2АП,10,0.166667,1605058253
ЧДП,10,0.166667,1605058253
20-38СП,160,2.66667,1605058708
10-32СП,198,3.3,1605058747
30-36СП,215,3.58333,1605058763
28СП,235,3.91667,1605058783
ЧГП,1280,21.3333,1605059183
4СП,1306,21.7667,1605059209
6-12СП,1315,21.9167,1605059218
29СП,1341,22.35,1605059250
13-15СП,984,16.4,1605059266
9СП,989,16.4833,1605059271
1СП,992,16.5333,1605059274
1АП,446,7.43333,1605059851
3СП,563,9.38333,1605059968
5-7СП,570,9.5,1605059975
2АП,424,7.06667,1605060013
ЧДП,424,7.06667,1605060013
16-18СП,476,7.93333,1605060065
8СП,479,7.98333,1605060068
2СП,492,8.2,1605060081
2АП,10,0.166667,1605060110
ЧДП,10,0.166667,1605060110
ЧГП,584,9.73333,1605060179
4СП,665,11.0833,1605060260
6-12СП,678,11.3,1605060273
29СП,722,12.0333,1605060317
13-15СП,743,12.3833,1605060343
9СП,751,12.5167,1605060351
1СП,756,12.6,1605060356
20-38СП,141,2.35,1605060696
2АП,294,4.9,1605060970
ЧДП,294,4.9,1605060970
16-18СП,357,5.95,1605061033
8СП,360,6.0,1605061036
2СП,373,6.21667,1605061049
2АП,10,0.166667,1605061077
ЧДП,10,0.166667,1605061077
ЧГП,585,9.75,1605061657
4СП,643,10.7167,1605061715
6-12СП,672,11.2,1605061744
16-18СП,700,11.6667,1605061772
1АП,1138,18.9667,1605062452
3СП,1265,21.0833,1605062578
5-7СП,1272,21.2,1605062586
2АП,717,11.95,1605062627
ЧДП,717,11.95,1605062627
16-18СП,769,12.8167,1605062679
8СП,772,12.8667,1605062682
2СП,784,13.0667,1605062694
2АП,10,0.166667,1605062722
ЧДП,10,0.166667,1605062722
1АП,619,10.3167,1605063310
3СП,741,12.35,1605063431
5-7СП,747,12.45,1605063438
2АП,626,10.4333,1605063476
ЧДП,626,10.4333,1605063476
16-18СП,677,11.2833,1605063527
8СП,680,11.3333,1605063530
2СП,692,11.5333,1605063542
2АП,10,0.166667,1605063570
ЧДП,10,0.166667,1605063570
ЧГП,1287,21.45,1605063984
4СП,1368,22.8,1605064065
6-12СП,1380,23.0,1605064077
29СП,1425,23.75,1605064122
13-15СП,1446,24.1,1605064148
9СП,1453,24.2167,1605064155
1СП,1458,24.3,1605064160
1АП,566,9.43333,1605064732
3СП,675,11.25,1605064840
5-7СП,680,11.3333,1605064846
2АП,491,8.18333,1605064873
ЧДП,491,8.18333,1605064873
16-18СП,543,9.05,1605064925
8СП,545,9.08333,1605064927
2СП,556,9.26667,1605064938
2АП,10,0.166667,1605064966
ЧДП,10,0.166667,1605064966
ЧГП,1162,19.3667,1605065808
4СП,1259,20.9833,1605065905
6-12СП,1273,21.2167,1605065919
16-18СП,138,2.3,1605065945
8СП,147,2.45,1605065954
29СП,1318,21.9667,1605065969
2АП,180,3.0,1605065987
ЧДП,180,3.0,1605065987
2СП,190,3.16667,1605065997
13-15СП,1347,22.45,1605065998
9СП,1355,22.5833,1605066006
1СП,1360,22.6667,1605066011
ЧГП,303,5.05,1605066281
4СП,388,6.46667,1605066366
6-12СП,402,6.7,1605066380
29СП,431,7.18333,1605066432
13-15СП,295,4.91667,1605066460
9СП,304,5.06667,1605066469
1СП,310,5.16667,1605066475
28СП,6425,107.083,1605067026
1АП,420,7.0,1605067030
30-36СП,6448,107.467,1605067049
10-32СП,6496,108.267,1605067098
20-38СП,560,9.33333,1605067133
3СП,540,9.0,1605067149
5-7СП,559,9.31667,1605067169
14-34СП,454,7.56667,1605067311
2СП,109,1.81667,1605067343
4СП,120,2.0,1605067354
6-12СП,151,2.51667,1605067374
10-32СП,179,2.98333,1605067402
20-38СП,253,4.21667,1605067436
16-18СП,81,1.35,1605067483
8СП,85,1.41667,1605067487
2АП,95,1.58333,1605067497
ЧДП,95,1.58333,1605067497
2СП,99,1.65,1605067501
2АП,10,0.166667,1605067531
ЧДП,10,0.166667,1605067531
1СП,329,5.48333,1605068095
9СП,329,5.48333,1605068095
13-15СП,329,5.48333,1605068095
29СП,351,5.85,1605068112
ЧГП,369,6.15,1605068130
4СП,369,6.15,1605068130
6-12СП,369,6.15,1605068130
21-27СП,78,1.3,1605068171
19-25СП,86,1.43333,1605068179
17СП,178,2.96667,1605068271
19-25СП,40,0.666667,1605068281
21-27СП,73,1.21667,1605068313
29СП,78,1.3,1605068319
6-12СП,216,3.6,1605068438
ЧГП,270,4.5,1605068492
4СП,270,4.5,1605068492
6-12СП,50,0.833333,1605068512
10-32СП,72,1.2,1605068534
14-34СП,291,4.85,1605068538
20-38СП,144,2.4,1605068569
1АП,1117,18.6167,1605068622
3СП,1155,19.25,1605068660
5-7СП,1161,19.35,1605068666
16-18СП,1083,18.05,1605068838
8СП,1086,18.1,1605068841
2АП,1091,18.1833,1605068846
ЧДП,1091,18.1833,1605068846
2СП,1096,18.2667,1605068851
2АП,10,0.166667,1605068875
ЧДП,10,0.166667,1605068875
1АП,340,5.66667,1605069221
3СП,439,7.31667,1605069319
5-7СП,445,7.41667,1605069326
ЧГП,669,11.15,1605069347
2АП,424,7.06667,1605069362
ЧДП,424,7.06667,1605069362
16-18СП,463,7.71667,1605069401
8СП,465,7.75,1605069403
2СП,476,7.93333,1605069414
2АП,10,0.166667,1605069439
ЧДП,10,0.166667,1605069439
4СП,764,12.7333,1605069442
6-12СП,779,12.9833,1605069457
29СП,832,13.8667,1605069510
13-15СП,862,14.3667,1605069540
9СП,872,14.5333,1605069550
1СП,877,14.6167,1605069555
ЧГП,345,5.75,1605069895
4СП,431,7.18333,1605069981
6-12СП,445,7.41667,1605069995
29СП,489,8.15,1605070044
13-15СП,345,5.75,1605070073
9СП,354,5.9,1605070082
1СП,360,6.0,1605070088
1АП,1040,17.3333,1605070401
ЧГП,636,10.6,1605070694
4СП,730,12.1667,1605070788
6-12СП,744,12.4,1605070802
29СП,738,12.3,1605070854
3СП,1507,25.1167,1605070867
13-15СП,620,10.3333,1605070883
9СП,629,10.4833,1605070892
1СП,635,10.5833,1605070898
5-7СП,1541,25.6833,1605070902
11СП,1567,26.1167,1605070928
1АП,750,12.5,1605071778
3СП,800,13.3333,1605071828
5-7СП,807,13.45,1605071835
16-18СП,999,16.65,1605072033
8СП,1002,16.7,1605072036
2АП,1008,16.8,1605072042
ЧДП,1008,16.8,1605072042
2СП,1014,16.9,1605072048
2АП,10,0.166667,1605072076
ЧДП,10,0.166667,1605072076
ЧГП,1516,25.2667,1605072401
4СП,1550,25.8333,1605072435
6-12СП,1568,26.1333,1605072453
29СП,1717,28.6167,1605072608
13-15СП,1522,25.3667,1605072631
9СП,1528,25.4667,1605072637
1СП,1531,25.5167,1605072640
1АП,672,11.2,1605072741
3СП,704,11.7333,1605072773
5-7СП,709,11.8167,1605072778
НМП,39544,659.067,1605072852
НкАП,39671,661.183,1605072852
НкБП,39584,659.733,1605072852
16-18СП,555,9.25,1605072963
8СП,557,9.28333,1605072965
2АП,560,9.33333,1605072968
ЧДП,560,9.33333,1605072968
2СП,565,9.41667,1605072973
2АП,9,0.15,1605072993
ЧДП,9,0.15,1605072993
ЧГП,522,8.7,1605073346
4СП,555,9.25,1605073379
6-12СП,573,9.55,1605073397
29СП,711,11.85,1605073563
21-27СП,731,12.1833,1605073583
19-25СП,735,12.25,1605073587
17СП,748,12.4667,1605073600
35-37СП,772,12.8667,1605073624
39-41СП,780,13.0,1605073632
14-34СП,472,7.86667,1605073776
2АП,173,2.88333,1605073779
ЧДП,173,2.88333,1605073779
20-38СП,210,3.5,1605073816
10-32СП,221,3.68333,1605073827
6-12СП,229,3.81667,1605073835
4СП,232,3.86667,1605073838
2СП,237,3.95,1605073843
2АП,10,0.166667,1605073877
ЧДП,10,0.166667,1605073877
ЧГП,132,2.2,1605073994
20-38СП,100,1.66667,1605074021
4СП,224,3.73333,1605074086
6-12СП,237,3.95,1605074099
29СП,275,4.58333,1605074143
13-15СП,299,4.98333,1605074167
9СП,307,5.11667,1605074175
1СП,312,5.2,1605074180
16-18СП,210,3.5,1605074216
8СП,215,3.58333,1605074221
2АП,235,3.91667,1605074241
ЧДП,235,3.91667,1605074241
2СП,239,3.98333,1605074245
2АП,10,0.166667,1605074284
ЧДП,10,0.166667,1605074284
20-38СП,71,1.18333,1605074877
28СП,442,7.36667,1605074967
30-36СП,442,7.36667,1605074967
10-32СП,443,7.38333,1605074968
14-34СП,235,3.91667,1605075049
ЧГП,901,15.0167,1605075073
4СП,931,15.5167,1605075103
6-12СП,945,15.75,1605075117
29СП,988,16.4667,1605075168
13-15СП,852,14.2,1605075195
9СП,861,14.35,1605075204
1СП,866,14.4333,1605075209
ЧГП,547,9.11667,1605075719
4СП,638,10.6333,1605075810
6-12СП,650,10.8333,1605075822
29СП,671,11.1833,1605075866
1АП,718,11.9667,1605075881
13-15СП,530,8.83333,1605075890
9СП,538,8.96667,1605075898
1СП,542,9.03333,1605075902
3СП,821,13.6833,1605075984
5-7СП,828,13.8,1605075991
2АП,363,6.05,1605076031
ЧДП,363,6.05,1605076031
НМП,2422,40.3667,1605076037
НкАП,2192,36.5333,1605076038
НкБП,2315,38.5833,1605076038
16-18СП,411,6.85,1605076079
8СП,414,6.9,1605076082
2СП,426,7.1,1605076094
2АП,9,0.15,1605076122
ЧДП,9,0.15,1605076122
39-41СП,309,5.15,1605076347
35-37СП,317,5.28333,1605076355
17СП,344,5.73333,1605076382
19-25СП,349,5.81667,1605076387
21-27СП,370,6.16667,1605076408
29СП,374,6.23333,1605076412
1АП,434,7.23333,1605076521
2АП,358,5.96667,1605076579
ЧДП,358,5.96667,1605076579
6-12СП,358,5.96667,1605076579
4СП,362,6.03333,1605076583
2СП,367,6.11667,1605076588
2АП,10,0.166667,1605076623
ЧДП,10,0.166667,1605076623
20-38СП,75,1.25,1605076711
19-25СП,30,0.5,1605076759
3СП,688,11.4667,1605076774
5-7СП,703,11.7167,1605076790
35-37СП,120,2.0,1605076836
39-41СП,120,2.0,1605076836
2АП,177,2.95,1605076872
ЧДП,177,2.95,1605076872
16-18СП,292,4.86667,1605076987
8СП,299,4.98333,1605076994
2СП,324,5.4,1605077019
2АП,11,0.183333,1605077062
ЧДП,11,0.183333,1605077062
ЧГП,826,13.7667,1605077433
4СП,860,14.3333,1605077467
6-12СП,875,14.5833,1605077482
29СП,929,15.4833,1605077536
1АП,561,9.35,1605077544
13-15СП,963,16.05,1605077564
9СП,971,16.1833,1605077572
1СП,976,16.2667,1605077577
3СП,685,11.4167,1605077668
5-7СП,693,11.55,1605077676
2АП,430,7.16667,1605077716
ЧДП,430,7.16667,1605077716
16-18СП,480,8.0,1605077766
8СП,483,8.05,1605077769
2СП,495,8.25,1605077781
2АП,9,0.15,1605077808
ЧДП,9,0.15,1605077808
1АП,600,10.0,1605078369
3СП,708,11.8,1605078476
5-7СП,716,11.9333,1605078485
2АП,501,8.35,1605078527
ЧДП,501,8.35,1605078527
16-18СП,558,9.3,1605078584
8СП,561,9.35,1605078587
2СП,574,9.56667,1605078600
2АП,9,0.15,1605078629
ЧДП,9,0.15,1605078629
ЧГП,1536,25.6,1605079330
4СП,1557,25.95,1605079351
6-12СП,1571,26.1833,1605079365
29СП,1713,28.55,1605079507
13-15СП,1736,28.9333,1605079530
9СП,1743,29.05,1605079537
1СП,1747,29.1167,1605079541
1АП,505,8.41667,1605080015
3СП,602,10.0333,1605080112
5-7СП,609,10.15,1605080119
2АП,653,10.8833,1605080163
ЧДП,653,10.8833,1605080163
16-18СП,694,11.5667,1605080204
8СП,697,11.6167,1605080207
2СП,708,11.8,1605080218
2АП,11,0.183333,1605080246
ЧДП,11,0.183333,1605080246
1АП,317,5.28333,1605080518
ЧГП,745,12.4167,1605080604
4СП,791,13.1833,1605080650
6-12СП,825,13.75,1605080684
3СП,588,9.8,1605080788
5-7СП,628,10.4667,1605080829
6-12СП,187,3.11667,1605081063
ЧГП,248,4.13333,1605081124
4СП,248,4.13333,1605081124
6-12СП,53,0.883333,1605081142
10-32СП,71,1.18333,1605081160
20-38СП,296,4.93333,1605081179
2АП,246,4.1,1605081531
ЧДП,246,4.1,1605081531
16-18СП,336,5.6,1605081621
8СП,340,5.66667,1605081625
2СП,357,5.95,1605081642
2АП,10,0.166667,1605081675
ЧДП,10,0.166667,1605081675
21-27СП,238,3.96667,1605081889
19-25СП,243,4.05,1605081894
17СП,256,4.26667,1605081907
13-15СП,272,4.53333,1605081934
9СП,286,4.76667,1605081948
5-7СП,295,4.91667,1605081957
1АП,365,6.08333,1605082027
3СП,365,6.08333,1605082027
5-7СП,69,1.15,1605082050
11СП,101,1.68333,1605082082
1АП,146,2.43333,1605082248
3СП,263,4.38333,1605082365
5-7СП,270,4.5,1605082372
2АП,269,4.48333,1605082411
ЧДП,269,4.48333,1605082411
16-18СП,314,5.23333,1605082456
8СП,316,5.26667,1605082458
2СП,328,5.46667,1605082470
2АП,11,0.183333,1605082498
ЧДП,11,0.183333,1605082498
11СП,356,5.93333,1605084155
20-38СП,219,3.65,1605084161
10-32СП,241,4.01667,1605084183
6-12СП,255,4.25,1605084197
4СП,262,4.36667,1605084204
2АП,267,4.45,1605084209
ЧДП,267,4.45,1605084209
2СП,269,4.48333,1605084211
5-7СП,422,7.03333,1605084221
3СП,456,7.6,1605084255
2АП,10,0.166667,1605084257
ЧДП,10,0.166667,1605084257
1СП,489,8.15,1605084288
1СП,205,3.41667,1605084509
9СП,237,3.95,1605084541
13-15СП,290,4.83333,1605084587
17СП,315,5.25,1605084612
19-25СП,313,5.21667,1605084624
21-27СП,389,6.48333,1605084700
1АП,755,12.5833,1605085074
3СП,790,13.1667,1605085109
5-7СП,796,13.2667,1605085115
16-18СП,884,14.7333,1605085285
8СП,887,14.7833,1605085288
2АП,893,14.8833,1605085294
ЧДП,893,14.8833,1605085294
2СП,898,14.9667,1605085299
2АП,10,0.166667,1605085325
ЧДП,10,0.166667,1605085325
20-38СП,1487,24.7833,1605085822
10-32СП,1548,25.8,1605085883
30-36СП,1576,26.2667,1605085911
ЧГП,611,10.1833,1605086070
4СП,678,11.3,1605086136
6-12СП,687,11.45,1605086146
29СП,724,12.0667,1605086184
13-15СП,746,12.4333,1605086206
9СП,753,12.55,1605086213
1СП,757,12.6167,1605086217
1АП,1023,17.05,1605086322
3СП,1058,17.6333,1605086357
5-7СП,1062,17.7,1605086361
16-18СП,689,11.4833,1605086413
2АП,690,11.5,1605086414
ЧДП,690,11.5,1605086414
8СП,691,11.5167,1605086415
2СП,699,11.65,1605086423
2АП,10,0.166667,1605086444
ЧДП,10,0.166667,1605086444
1АП,770,12.8333,1605087186
3СП,815,13.5833,1605087230
5-7СП,820,13.6667,1605087236
ЧГП,1157,19.2833,1605087374
4СП,1208,20.1333,1605087425
28СП,3104,51.7333,1605087439
6-12СП,1224,20.4,1605087441
29СП,1269,21.15,1605087492
13-15СП,1163,19.3833,1605087521
9СП,1172,19.5333,1605087530
1СП,1178,19.6333,1605087536
16-18СП,1094,18.2333,1605087666
8СП,1097,18.2833,1605087669
2АП,1101,18.35,1605087673
ЧДП,1101,18.35,1605087673
2СП,1109,18.4833,1605087681
2АП,11,0.183333,1605087709
ЧДП,11,0.183333,1605087709
1АП,216,3.6,1605087878
1СП,228,3.8,1605087934
9СП,228,3.8,1605087934
13-15СП,228,3.8,1605087934
3СП,350,5.83333,1605088012
5-7СП,359,5.98333,1605088021
2АП,247,4.11667,1605088067
ЧДП,247,4.11667,1605088067
16-18СП,308,5.13333,1605088128
8СП,312,5.2,1605088132
2СП,326,5.43333,1605088146
14-34СП,383,6.38333,1605088156
2АП,10,0.166667,1605088176
ЧДП,10,0.166667,1605088176
29СП,480,8.0,1605088185
28СП,150,2.5,1605088196
30-36СП,165,2.75,1605088211
10-32СП,193,3.21667,1605088239
20-38СП,210,3.5,1605088256
21-27СП,352,5.86667,1605088417
19-25СП,358,5.96667,1605088423
17СП,371,6.18333,1605088436
13-15СП,378,6.3,1605088463
9СП,393,6.55,1605088478
5-7СП,402,6.7,1605088487
1АП,462,7.7,1605088547
3СП,462,7.7,1605088547
5-7СП,66,1.1,1605088577
11СП,87,1.45,1605088598
ЧГП,1907,31.7833,1605089612
4СП,1928,32.1333,1605089633
6-12СП,1942,32.3667,1605089647
1АП,451,7.51667,1605089667
3СП,500,8.33333,1605089716
5-7СП,508,8.46667,1605089724
29СП,1287,21.45,1605089821
16-18СП,615,10.25,1605089825
8СП,619,10.3167,1605089829
2АП,625,10.4167,1605089835
ЧДП,625,10.4167,1605089835
2СП,631,10.5167,1605089841
13-15СП,1231,20.5167,1605089845
9СП,1236,20.6,1605089850
1СП,1240,20.6667,1605089854
2АП,10,0.166667,1605089869
ЧДП,10,0.166667,1605089869
ЧГП,302,5.03333,1605090123
4СП,397,6.61667,1605090218
6-12СП,412,6.86667,1605090233
29СП,440,7.33333,1605090285
13-15СП,359,5.98333,1605090314
9СП,367,6.11667,1605090322
1СП,372,6.2,1605090327
ЧГП,352,5.86667,1605090655
1АП,308,5.13333,1605090719
4СП,427,7.11667,1605090730
6-12СП,440,7.33333,1605090743
29СП,470,7.83333,1605090787
11СП,399,6.65,1605090810
13-15СП,348,5.8,1605090811
9СП,356,5.93333,1605090819
1СП,361,6.01667,1605090824
5-7СП,437,7.28333,1605090848
1АП,12,0.2,1605091044
3СП,633,10.55,1605091044
5-7СП,178,2.96667,1605091052
9СП,192,3.2,1605091066
13-15СП,230,3.83333,1605091097
17СП,246,4.1,1605091113
19-25СП,238,3.96667,1605091120
21-27СП,283,4.71667,1605091164
1АП,329,5.48333,1605091428
3СП,437,7.28333,1605091536
5-7СП,444,7.4,1605091543
2АП,488,8.13333,1605091581
ЧДП,488,8.13333,1605091581
16-18СП,540,9.0,1605091633
8СП,543,9.05,1605091636
2СП,555,9.25,1605091648
2АП,10,0.166667,1605091676
ЧДП,10,0.166667,1605091676
20-38СП,1075,17.9167,1605091971
10-32СП,1135,18.9167,1605092031
30-36СП,1159,19.3167,1605092055
28СП,1193,19.8833,1605092089
1АП,546,9.1,1605092402
3СП,589,9.81667,1605092444
5-7СП,595,9.91667,1605092451
16-18СП,669,11.15,1605092532
8СП,672,11.2,1605092535
2АП,682,11.3667,1605092545
ЧДП,682,11.3667,1605092545
2СП,684,11.4,1605092547
2АП,10,0.166667,1605092575
ЧДП,10,0.166667,1605092575
ЧГП,790,13.1667,1605094062
НМП,17718,295.3,1605094086
4СП,882,14.7,1605094154
6-12СП,897,14.95,1605094169
28СП,1579,26.3167,1605094180
30-36СП,1595,26.5833,1605094196
10-32СП,1620,27.0,1605094221
29СП,950,15.8333,1605094222
20-38СП,284,4.73333,1605094237
13-15СП,971,16.1833,1605094249
9СП,980,16.3333,1605094258
1СП,986,16.4333,1605094264
21-27СП,317,5.28333,1605094403
19-25СП,326,5.43333,1605094412
17СП,384,6.4,1605094470
35-37СП,384,6.4,1605094470
39-41СП,384,6.4,1605094470
19-25СП,84,1.4,1605094509
ЧГП,654,10.9,1605097626
4СП,677,11.2833,1605097649
6-12СП,688,11.4667,1605097660
1АП,763,12.7167,1605097741
3СП,796,13.2667,1605097773
5-7СП,800,13.3333,1605097778
29СП,829,13.8167,1605097807
13-15СП,818,13.6333,1605097826
9СП,823,13.7167,1605097831
1СП,827,13.7833,1605097835
16-18СП,748,12.4667,1605097966
8СП,751,12.5167,1605097969
2АП,757,12.6167,1605097975
ЧДП,757,12.6167,1605097975
2СП,763,12.7167,1605097981
2АП,9,0.15,1605098008
ЧДП,9,0.15,1605098008
19-25СП,1944,32.4,1605098133
17СП,1966,32.7667,1605098155
13-15СП,334,5.56667,1605098207
9СП,385,6.41667,1605098258
1СП,576,9.6,1605098449
ЧГП,687,11.45,1605098575
4СП,712,11.8667,1605098600
6-12СП,726,12.1,1605098614
1СП,222,3.7,1605098684
3СП,230,3.83333,1605098692
5-7СП,253,4.21667,1605098708
11СП,270,4.5,1605098725
29СП,596,9.93333,1605098793
13-15СП,112,1.86667,1605098815
9СП,119,1.98333,1605098822
1СП,122,2.03333,1605098825
ЧГП,303,5.05,1605099136
4СП,380,6.33333,1605099212
6-12СП,391,6.51667,1605099223
29СП,334,5.56667,1605099263
13-15СП,364,6.06667,1605099287
9СП,372,6.2,1605099295
1СП,376,6.26667,1605099299
29СП,74,1.23333,1605099375
ЧГП,347,5.78333,1605099642
4СП,396,6.6,1605099691
6-12СП,433,7.21667,1605099728
1АП,361,6.01667,1605100016
3СП,469,7.81667,1605100123
5-7СП,475,7.91667,1605100130
2АП,490,8.16667,1605100166
ЧДП,490,8.16667,1605100166
16-18СП,537,8.95,1605100213
8СП,540,9.0,1605100216
2СП,551,9.18333,1605100227
2АП,10,0.166667,1605100255
ЧДП,10,0.166667,1605100255
20-38СП,272,4.53333,1605100285
1АП,112,1.86667,1605100366
3СП,112,1.86667,1605100366
5-7СП,112,1.86667,1605100366
6-12СП,161,2.68333,1605100430
4СП,173,2.88333,1605100442
2АП,183,3.05,1605100452
ЧДП,183,3.05,1605100452
2СП,188,3.13333,1605100457
2СП,67,1.11667,1605100538
8СП,300,5.0,1605100549
14-34СП,334,5.56667,1605100583
ЧГП,116,1.93333,1605100760
4СП,116,1.93333,1605100760
6-12СП,117,1.95,1605100760
11СП,176,2.93333,1605100846
5-7СП,196,3.26667,1605100866
3СП,206,3.43333,1605100876
1СП,218,3.63333,1605100888
1АП,217,3.61667,1605101117
1СП,296,4.93333,1605101202
3СП,321,5.35,1605101220
5-7СП,327,5.45,1605101227
2АП,329,5.48333,1605101260
ЧДП,329,5.48333,1605101260
16-18СП,374,6.23333,1605101305
8СП,377,6.28333,1605101308
2СП,388,6.46667,1605101319
2АП,10,0.166667,1605101346
ЧДП,10,0.166667,1605101346
9СП,522,8.7,1605101428
ЧГП,520,8.66667,1605101485
1АП,277,4.61667,1605101581
3СП,397,6.61667,1605101701
5-7СП,406,6.76667,1605101710
13-15СП,805,13.4167,1605101711
2АП,296,4.93333,1605101752
ЧДП,296,4.93333,1605101752
4СП,840,14.0,1605101805
