name,move_sec,length,speed_kmh,move_to_ts_name,self_ts_name,self_busy_sec
НАП(на_2П),26,376.0,52.0615,1-9СП(к),НАП(к),1601846832
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601848669
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601852019
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601852406
НАП(на_2П),13,376.0,104.123,1-9СП(к),НАП(к),1601856061
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601856703
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601861328
НАП(на_1П),49,376.0,27.6245,1-9СП(к),НАП(к),1601862051
НАП(на_2П),15,376.0,90.24,1-9СП(к),НАП(к),1601862659
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601869034
НАП(на_1П),33,376.0,41.0182,1-9СП(к),НАП(к),1601870616
НАП(на_2П),28,376.0,48.3429,1-9СП(к),НАП(к),1601872450
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601875964
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601878847
НАП(на_2П),46,376.0,29.4261,1-9СП(к),НАП(к),1601888433
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601894461
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601896982
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601898237
НАП(на_3П),81,376.0,16.7111,1-9СП(к),НАП(к),1601898924
НАП(на_1П),580,376.0,2.33379,1-9СП(к),НАП(к),1601902124
НАП(на_4П_6П),91,376.0,14.8747,1-9СП(к),НАП(к),1601903956
НАП(на_1П),283,376.0,4.78304,1-9СП(к),НАП(к),1601904877
НАП(на_3П),29,376.0,46.6759,1-9СП(к),НАП(к),1601909575
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601914205
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601914666
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601915515
НАП(на_2П),30,376.0,45.12,1-9СП(к),НАП(к),1601916911
НАП(на_2П),41,376.0,33.0146,1-9СП(к),НАП(к),1601920066
НАП(на_1П),37,376.0,36.5838,1-9СП(к),НАП(к),1601920686
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601922878
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601924346
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601924967
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601929526
НАП(на_4П_6П),73,376.0,18.5425,1-9СП(к),НАП(к),1601929862
НАП(на_1П),96,376.0,14.1,1-9СП(к),НАП(к),1601930542
НАП(на_1П),80,376.0,16.92,1-9СП(к),НАП(к),1601933591
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601935247
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1601944723
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601948606
НАП(на_2П),19,376.0,71.2421,1-9СП(к),НАП(к),1601949171
НАП(на_3П),28,376.0,48.3429,1-9СП(к),НАП(к),1601952457
НАП(на_3П),45,376.0,30.08,1-9СП(к),НАП(к),1601952908
НАП(на_1П),36,376.0,37.6,1-9СП(к),НАП(к),1601957053
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601959449
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1601962450
НАП(на_2П),39,376.0,34.7077,1-9СП(к),НАП(к),1601968280
НАП(на_3П),28,376.0,48.3429,1-9СП(к),НАП(к),1601974921
НАП(на_3П),32,376.0,42.3,1-9СП(к),НАП(к),1601979935
НАП(на_2П),44,376.0,30.7636,1-9СП(к),НАП(к),1601982656
НАП(на_1П),45,376.0,30.08,1-9СП(к),НАП(к),1601988236
НАП(на_2П),26,376.0,52.0615,1-9СП(к),НАП(к),1601990561
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601990979
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1601993083
НАП(на_1П),50,376.0,27.072,1-9СП(к),НАП(к),1601993685
НАП(на_3П),28,376.0,48.3429,1-9СП(к),НАП(к),1601997630
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1602001233
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602002323
НАП(на_2П),45,376.0,30.08,1-9СП(к),НАП(к),1602003289
НАП(на_1П),37,376.0,36.5838,1-9СП(к),НАП(к),1602007032
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602008104
НАП(на_2П),26,376.0,52.0615,1-9СП(к),НАП(к),1602008602
НАП(на_2П),20,376.0,67.68,1-9СП(к),НАП(к),1602010771
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602019315
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602022134
НАП(на_2П),17,376.0,79.6235,1-9СП(к),НАП(к),1602027179
НАП(на_3П),29,376.0,46.6759,1-9СП(к),НАП(к),1602028361
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602028777
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602031333
НАП(на_2П),36,376.0,37.6,1-9СП(к),НАП(к),1602031839
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602034590
НАП(на_2П),19,376.0,71.2421,1-9СП(к),НАП(к),1602035474
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1602040219
НАП(на_1П),35,376.0,38.6743,1-9СП(к),НАП(к),1602043428
НАП(на_2П),20,376.0,67.68,1-9СП(к),НАП(к),1602045286
